Authors,Title,Year,Cited by,Link,Index Keywords
"Berges M.E., Goldman E., Matthews H.S., Soibelman L.","Enhancing electricity audits in residential buildings with nonintrusive load monitoring",2010,95,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049468233&doi=10.1111%2fj.1530-9290.2010.00280.x&partnerID=40&md5=624969d08767da234d4488f9c7f47149","Energy use; Green buildings; Industrial ecology; Information and Communication Technologies; Technology assessment; Apartment houses; Buildings; Ecology; Energy conservation; Information technology; Monitoring; Historic preservation; building; electricity supply; energy conservation; energy use; environmental auditing; information and communication technology; residential location; technological development"
"Zaidi A.A., Zia T., Kupzog F.","Automated demand side management in microgrids using load recognition",2010,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956602172&doi=10.1109%2fINDIN.2010.5549646&partnerID=40&md5=39f184bf253df996d694dde79cbbe14c","Control architecture; Demand side managements; Load recognition; Markov model; Micro grid; Off-grids; Recognition rates; Recognition systems; Remote areas; Tie-line; Developing countries; Electric utilities; Hidden Markov models; Information science; Renewable energy resources; Mesh generation"
"Bergés M., Soibelman L., Scott Matthews H., Goldman E.","Evaluating the electric consumption of residential buildings: Current practices and future prospects",2010,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956305936&doi=10.1061%2f41109%28373%298&partnerID=40&md5=5975af485ff261f5f6dac237dc4dca2f","Current practices; Electric consumption; Energy expenditure; Energy performance; Energy saving; Future prospects; Green buildings; High price; Installation costs; Monthly bills; New approaches; Nonintrusive load monitoring; Real-time feedback; Residential building; Construction industry; Energy conservation; Investments; Research; Energy efficiency"
"Hein A., Winkelbach S., Martens B., Wilken O., Eichelberg M., Spehr J., Gietzelt M., Wolf K.-H., Büsching F., Hülsken-Giesler M., Meis M., Okken P.","Monitoring systems for the support of home care",2010,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650051825&doi=10.3109%2f17538157.2010.528637&partnerID=40&md5=733735fac4508a2fae69ac9239a418f2","adult; age; aged; aging; article; caregiver; daily life activity; female; human; independent living; instrumentation; male; patient preference; remote sensing; Activities of Daily Living; Adult; Age Factors; Aged; Aged, 80 and over; Aging; Caregivers; Female; Humans; Independent Living; Male; Patient Preference; Remote Sensing Technology"
"Berges M.E., Matthews H.S., Soibelman L.","A system for disaggregating residential electricity consumption by appliance",2010,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955099369&doi=10.1109%2fISSST.2010.5507758&partnerID=40&md5=42f4f89d18ea1efc171755655ab6b0d8","Electricity-consumption; In-buildings; Monthly bills; Residential electricity"
"Schoofs A., Guerrieri A., Delaney D.T., O'Hare G.M.P., Ruzzelli A.G.","ANNOT: Automated electricity data annotation using wireless sensor networks",2010,35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955118435&doi=10.1109%2fSECON.2010.5508248&partnerID=40&md5=316a058200b480c285407492234e0548","Annotation systems; Data annotation; Electricity-consumption; Home owners; Human supervision; Load monitoring systems; Low Power; Meter readings; Non-intrusive; Operating state; Power load; Real-time feedback; Roll-outs; Sensory stimulus; Training data; Wireless networking; Wireless sensor node; Ad hoc networks; Communication; Electric load forecasting; Electric loads; Electric network synthesis; Electricity; MESH networking; Monitoring; Sensor nodes; Sensors; Telecommunication equipment; Wireless sensor networks"
"Ruzzelli A.G., Nicolas C., Schoofs A., O'Hare G.M.P.","Real-time recognition and profiling of appliances through a single electricity sensor",2010,159,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955122989&doi=10.1109%2fSECON.2010.5508244&partnerID=40&md5=b6b0aafd591bf4affb5c73fc00f0cd61","Artificial Neural Network; Available energy; Comprehensive system; Controlling devices; Descriptors; Domestic environments; Electrical appliances; Electrical units; Electricity-consumption; Energy awareness; Energy consumption; Energy data; Energy expenditure; Energy meters; Energy monitoring; Existing building; In-buildings; Load monitoring; Nonintrusive load monitoring; Performance evaluation; Real time recognition; Reducing energy consumption; Research challenges; Sensor systems; Sources of energy; Space usage; Stepping stone; Support energy; System design; Wireless energy; Ad hoc networks; Benchmarking; Buildings; Communication; Data processing; Electric generators; Energy conservation; Energy conversion; Energy efficiency; MESH networking; Monitoring; Neural networks; Sensors; Peer to peer networks"
"Khan M.M.H., Le H.K., LeMay M., Moinzadeh P., Wang L., Yang Y., Noh D.K., Abdelzaher T., Gunter C.A., Han J., Jin X.","Diagnostic powertracing for sensor node failure analysis",2010,28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954507274&doi=10.1145%2f1791212.1791227&partnerID=40&md5=ee4d53e8d9fc70b87d8ab41298af92e6","Data storage; Diagnose sensors; Diagnostic accuracy; Energy depletion; Energy sensors; Environmental Monitoring; Health condition; In-situ; Low-bandwidth; Multiple sensors; Network deployment; Power measurement; Power meters; Remote diagnostics; Remote sensors; Sensing networks; Solar-powered; Troubleshooting; Troubleshooting tools; Data processing; Diagnostic products; Electric power measurement; Failure analysis; Quality assurance; Remote sensing; Sensor networks; Sensor nodes; Systems engineering; Telecommunication equipment; Measurements"
"Patel S.N., Gupta S., Reynolds M.S.","The design and evaluation of an end-user-deployable, whole house, contactless power consumption sensor",2010,39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953976683&doi=10.1145%2f1753326.1753700&partnerID=40&md5=d65627bab4e898b1a07950734980d54e","Circuit designs; Closed loop circuits; Commercial systems; Contact less; Contactless operation; Current transformer; Electrical feeds; Enabling technologies; End users; Energy monitoring; Energy use; Iterative design; Large-scale deployment; Magnetoresistive materials; Power Consumption; sensing; Sensing systems; Sensor systems; Smart homes; Technical details; Design; Electric transformers; Human computer interaction; Integrated circuit manufacture; Knowledge management; Magnetic field effects; Sensors; Sustainable development; Ubiquitous computing"
"Orji U.A., Remscrim Z., Laughman C., Leeb S.B., Wichakool W., Schantz C., Cox R., Paris J., Kirtley Jr. J.L., Norford L.K.","Fault detection and diagnostics for non-intrusive monitoring using motor harmonics",2010,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952126933&doi=10.1109%2fAPEC.2010.5433437&partnerID=40&md5=a5e4275fd998294aa78d792d419649b3","Electro-mechanical; Fault detection and diagnostics; Monitoring applications; Motor currents; Multiple loads; Non-intrusive; Optimization routine; Rotor eccentricity; Sensor less control; Sensor monitoring; Speed estimation; Stator currents; Bearings (machine parts); Condition monitoring; Electric current measurement; Fault detection; Fourier series; Power electronics; Harmonic analysis"
"Chang H.-H.","Load identification of non-intrusive load-monitoring system in smart home",2010,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954692026&partnerID=40&md5=73b4a509c4f9285a4bb7caac3b3c4c14","Artificial Neural Network; Load identification; Nonintrusive load monitoring; Smart homes; Turn-on transients; Dynamic loads; Energy management; Face recognition; Genetic programming; Monitoring; Neural networks"
"Liang J., Ng S.K.K., Kendall G., Cheng J.W.M.","Load signature studypart II: Disaggregation framework, simulation, and applications",2010,128,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950189187&doi=10.1109%2fTPWRD.2009.2033800&partnerID=40&md5=dafd51b1f9aca163a2e3f755b457b217","Decision mechanism; Disaggregation; Electric-load intelligence; Electricity-consumption; Energy consumption; Load dynamics; Monte Carlo Simulation; Random switching; Smart metering; Usage patterns; Computer simulation; Electric appliances; Electric load forecasting; Sensitivity analysis; Monte Carlo methods"
"Liang J., Ng S.K.K., Kendall G., Cheng J.W.M.","Load signature studypart I: Basic concept, structure, and methodology",2010,303,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950187600&doi=10.1109%2fTPWRD.2009.2033799&partnerID=40&md5=96df67558bf2f805bd578a0ff6817f45","Advanced technology; Artificial Neural Network; Basic concepts; Consumption patterns; Decision mechanism; Disaggregation; Electricity-consumption; New indices; Smart metering; Universal platform; Electric appliances; Electric loads; Feature extraction; Intelligent computing; Mathematical programming; Mathematical techniques; Neural networks"
"Sanquer M., Chatelain F., El-Guedri M., Martin N.","Bayesian curve fitting by using smooth transition regression models",2010,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905755990&partnerID=40&md5=995c6078e18b3ab170e68cfa1791dcd8","Algorithms; Condition monitoring; Machinery; Mathematical models; Optimization; Probability distributions; Regression analysis; Time series; Analytical expressions; Bayesian estimators; Markov chain Monte Carlo; Piece-wise constants; Polynomial regression models; Smooth transition regressions; Synthetic representations; Transition functions; Parameter estimation"
"Marchiori A., Han Q.","Using circuit-level power measurements in household energy management systems",2009,31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954740919&doi=10.1145%2f1810279.1810282&partnerID=40&md5=39314c3cdb215fadc63b9905a9cb7af7","Average errors; Energy measurements; Energy meters; Energy usage; Household energy; Nonintrusive load monitoring; Power grids; Power measurement; Small devices; Electric power measurement; Embedded systems; Energy management; Leveling (machinery); Management; Power generation; Sensors; Monitoring"
"Bijker A.J., Xia X., Zhang J.","Active power residential non-intrusive appliance load monitoring system",2009,34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74349110934&doi=10.1109%2fAFRCON.2009.5308244&partnerID=40&md5=b28b1d8d522f7c7b98bebba44e1e8c8e","Active power; Non-intrusive appliance load monitoring; Nonintrusive load monitoring; Optimisations; Step changes; Electric loads; Monitoring"
"Wilken O., Hülsken-Giesler M., Remmers H., Martens B., Hein A.","Aktivitätsbestimmung und Datenerhebung von älteren Menschen basierend auf der Nutzung elektrischer Geräte",2009,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650064521&partnerID=40&md5=f3219d61231b44f884635b7d2052d1f8",
